编号,名称,助记词,邮编,病人来源
441303109,广东省惠州市惠阳区良井镇@,gdshzslmxltyzx,516200,本省其他市
441303110,广东省惠州市惠阳区平潭镇@,gdsmzsmjq,516200,本省其他市
441322000,广东省惠州市博罗县@,gdsmzsmjqjnjd,516100,本省其他市
441322001,广东省惠州市博罗县罗阳街道@,gdsmzsmjqjsjd,516100,本省其他市
441322002,广东省惠州市博罗县龙溪街道@,gdsmzsmjqxjjd,516100,本省其他市
441322100,广东省惠州市博罗县石坝镇@,gdsmzsmjqsjz,516100,本省其他市
441322102,广东省惠州市博罗县麻陂镇@,gdsmzsmjqzsz,516100,本省其他市
441322103,广东省惠州市博罗县观音阁镇@,gdsmzsmjqcbz,516100,本省其他市
441322104,广东省惠州市博罗县公庄镇@,gdsmzsmjqxyz,516100,本省其他市
441322105,广东省惠州市博罗县杨村镇@,gdsmzsmxq,516100,本省其他市
441322106,广东省惠州市博罗县柏塘镇@,gdsmzsmxqskz,516100,本省其他市
441322108,广东省惠州市博罗县泰美镇@,gdsmzsmxqcdz,516100,本省其他市
441322113,广东省惠州市博罗县湖镇镇@,gdsmzsmxqssz,516100,本省其他市
441322115,广东省惠州市博罗县长宁镇@,gdsmzsmxqmxz,516100,本省其他市
441322116,广东省惠州市博罗县福田镇@,gdsmzsmxqdpz,516100,本省其他市
441322117,广东省惠州市博罗县龙华镇@,gdsmzsmxqskz,516100,本省其他市
441322119,广东省惠州市博罗县园洲镇@,gdsmzsmxqnkz,516100,本省其他市
441322121,广东省惠州市博罗县石湾镇@,gdsmzsmxqsjz,516100,本省其他市
441322122,广东省惠州市博罗县杨侨镇@,gdsmzsmxqscz,516100,本省其他市
441322123,广东省惠州市博罗县横河镇@,gdsmzsmxqmnz,516100,本省其他市
441323000,广东省惠州市惠东县@,gdsmzsmxqbcz,516300,本省其他市
441323001,广东省惠州市惠东县平山街道@,gdsmzsmxqyyz,516300,本省其他市
441323002,广东省惠州市惠东县大岭街道@,gdsmzsmxqbdz,516300,本省其他市
441323102,广东省惠州市惠东县白花镇@,gdsmzsmxqsyz,516300,本省其他市
441323103,广东省惠州市惠东县梁化镇@,gdsmzsmxqlwz,516300,本省其他市
441323104,广东省惠州市惠东县稔山镇@,gdsmzsmxqtyz,516300,本省其他市
441323105,广东省惠州市惠东县铁涌镇@,gdsmzsmxqcjz,516300,本省其他市
441323106,广东省惠州市惠东县平海镇@,gdsmzsdpx,516300,本省其他市
441323109,广东省惠州市惠东县吉隆镇@,gdsmzsdpxhlz,516300,本省其他市
441323113,广东省惠州市惠东县多祝镇@,gdsmzsdpxcyz,516300,本省其他市
441323115,广东省惠州市惠东县安墩镇@,gdsmzsdpxgpz,516300,本省其他市
441323118,广东省惠州市惠东县高潭镇@,gdsmzsdpxqxz,516300,本省其他市
441323120,广东省惠州市惠东县宝口镇@,gdsmzsdpxshz,516300,本省其他市
441323121,广东省惠州市惠东县白盆珠镇@,gdsmzsdpxdmz,516300,本省其他市
441323124,广东省惠州市惠东县黄埠镇@,gdsmzsdpxyjz,516300,本省其他市
441324000,广东省惠州市龙门县@,gdsmzsdpxzrz,516800,本省其他市
441324001,广东省惠州市龙门县龙城街道@,gdsmzsdpxgdz,516800,本省其他市
441324002,广东省惠州市龙门县平陵街道@,gdsmzsdpxtyz,516800,本省其他市
441324100,广东省惠州市龙门县麻榨镇@,gdsmzsdpxflz,516800,本省其他市
441324101,广东省惠州市龙门县永汉镇@,gdsmzsdpxbhz,516800,本省其他市
441324103,广东省惠州市龙门县龙华镇@,gdsmzsdpxddz,516800,本省其他市
441324105,广东省惠州市龙门县龙江镇@,gdsmzsdpxxhz,516800,本省其他市
441324107,广东省惠州市龙门县龙田镇@,gdsmzsfsx,516800,本省其他市
441324109,广东省惠州市龙门县龙潭镇@,gdsmzsfsxtkz,516800,本省其他市
441324110,广东省惠州市龙门县地派镇@,gdsmzsfsxbdz,516800,本省其他市
441324200,广东省惠州市龙门县蓝田瑶族乡@,gdsmzsfsxtxz,516800,本省其他市
441402000,广东省梅州市梅江区@,gdsmzsfsxtnz,514000,本省其他市
441402004,广东省梅州市梅江区江南街道@,gdsmzsfsxpzz,514000,本省其他市
441402006,广东省梅州市梅江区金山街道@,gdsmzsfsxbxsz,514000,本省其他市
441402007,广东省梅州市梅江区西郊街道@,gdsmzsfsxflz,514000,本省其他市
441402102,广东省梅州市梅江区三角镇@,gdsmzsfsxjqz,514000,本省其他市
441402103,广东省梅州市梅江区长沙镇@,gdsmzsfsxlgz,514000,本省其他市
441402105,广东省梅州市梅江区城北镇@,gdsmzsfsxptz,514000,本省其他市
441402106,广东省梅州市梅江区西阳镇@,gdsmzsfsxhjz,514000,本省其他市
441403000,广东省梅州市梅县区@,gdsmzsfsxlhz,514700,本省其他市
441403100,广东省梅州市梅县区松口镇@,gdsmzsfsxdlhz,514700,本省其他市
441403101,广东省梅州市梅县区城东镇@,gdsmzsfsxtjz,514700,本省其他市
441403102,广东省梅州市梅县区石扇镇@,gdsmzsfsxxsz,514700,本省其他市
441403103,广东省梅州市梅县区梅西镇@,gdsmzsfsxstz,514700,本省其他市
441403104,广东省梅州市梅县区大坪镇@,gdsmzswhx,514700,本省其他市
441403105,广东省梅州市梅县区石坑镇@,gdsmzswhxszz,514700,本省其他市
441403106,广东省梅州市梅县区南口镇@,gdsmzswhxhdz,514700,本省其他市
441403107,广东省梅州市梅县区畲江镇@,gdsmzswhxzsz,514700,本省其他市
441403108,广东省梅州市梅县区水车镇@,gdsmzswhxhcz,514700,本省其他市
441403109,广东省梅州市梅县区梅南镇@,gdsmzswhxqlz,514700,本省其他市
441403110,广东省梅州市梅县区丙村镇@,gdsmzswhxtxz,514700,本省其他市
441403111,广东省梅州市梅县区雁洋镇@,gdsmzswhxzbz,514700,本省其他市
441403112,广东省梅州市梅县区白渡镇@,gdsmzswhxzjz,514700,本省其他市
441403113,广东省梅州市梅县区松源镇@,gdsmzswhxhpz,514700,本省其他市
441403114,广东省梅州市梅县区隆文镇@,gdsmzswhxgtz,514700,本省其他市
441403115,广东省梅州市梅县区桃尧镇@,gdsmzswhxshz,514700,本省其他市
441403116,广东省梅州市梅县区程江镇@,gdsmzswhxalz,514700,本省其他市
441422000,广东省梅州市大埔县@,gdsmzswhxmyz,514200,本省其他市
441422100,广东省梅州市大埔县湖寮镇@,gdsmzswhxmlz,514200,本省其他市
441422101,广东省梅州市大埔县茶阳镇@,gdsmzswhxhyz,514200,本省其他市
441422102,广东省梅州市大埔县高陂镇@,gdsmzswhxlcz,514200,本省其他市
441422103,广东省梅州市大埔县青溪镇@,gdsmzspyx,514200,本省其他市
441422105,广东省梅州市大埔县三河镇@,gdsmzspyxdzz,514200,本省其他市
441422107,广东省梅州市大埔县大麻镇@,gdsmzspyxszz,514200,本省其他市
441422108,广东省梅州市大埔县银江镇@,gdsmzspyxdsz,514200,本省其他市
441422109,广东省梅州市大埔县洲瑞镇@,gdsmzspyxrjz,514200,本省其他市
441422112,广东省梅州市大埔县光德镇@,gdsmzspyxbcz,514200,本省其他市
441422113,广东省梅州市大埔县桃源镇@,gdsmzspyxcgz,514200,本省其他市
441422114,广东省梅州市大埔县枫朗镇@,gdsmzspyxhtz,514200,本省其他市
441422116,广东省梅州市大埔县百侯镇@,gdsmzspyxzxz,514200,本省其他市
441422117,广东省梅州市大埔县大东镇@,gdsmzspyxsjz,514200,本省其他市
441422118,广东省梅州市大埔县西河镇@,gdsmzspyxssz,514200,本省其他市
441423000,广东省梅州市丰顺县@,gdsmzspyxztz,514300,本省其他市
441423100,广东省梅州市丰顺县汤坑镇@,gdsmzspyxrzz,514300,本省其他市
441423103,广东省梅州市丰顺县北斗镇@,gdsmzsjlx,514300,本省其他市
441423104,广东省梅州市丰顺县汤西镇@,gdsmzsjlxjcz,514300,本省其他市
441423105,广东省梅州市丰顺县汤南镇@,gdsmzsjlxztz,514300,本省其他市
441423106,广东省梅州市丰顺县埔寨镇@,gdsmzsjlxszz,514300,本省其他市
441423108,广东省梅州市丰顺县八乡山镇@,gdsmzsjlxxpz,514300,本省其他市
441423109,广东省梅州市丰顺县丰良镇@,gdsmzsjlxwfz,514300,本省其他市
441423110,广东省梅州市丰顺县建桥镇@,gdsmzsjlxgfz,514300,本省其他市
441423111,广东省梅州市丰顺县龙岗镇@,gdsmzsjlxlfz,514300,本省其他市
441423112,广东省梅州市丰顺县潘田镇@,gdsmzsjlxncz,514300,本省其他市
441423114,广东省梅州市丰顺县黄金镇@,gdsmzsxns,514300,本省其他市
441423115,广东省梅州市丰顺县留隍镇@,gdsmzsxnsfxjd,514300,本省其他市
441423118,广东省梅州市丰顺县大龙华镇@,gdsmzsxnsxtjd,514300,本省其他市
441423120,广东省梅州市丰顺县潭江镇@,gdsmzsxnsnxjd,514300,本省其他市
441423122,广东省梅州市丰顺县小胜镇@,gdsmzsxnsnzz,514300,本省其他市
441423123,广东省梅州市丰顺县砂田镇@,gdsmzsxnsxpz,514300,本省其他市
441424000,广东省梅州市五华县@,gdsmzsxnsdfz,514400,本省其他市
441424100,广东省梅州市五华县水寨镇@,gdsmzsxnsyhz,514400,本省其他市
441424101,广东省梅州市五华县河东镇@,gdsmzsxnsjnz,514400,本省其他市
441424103,广东省梅州市五华县转水镇@,gdsmzsxnsnpz,514400,本省其他市
441424104,广东省梅州市五华县华城镇@,gdsmzsxnsxwz,514400,本省其他市
441424106,广东省梅州市五华县岐岭镇@,gdsmzsxnsskz,514400,本省其他市
441424108,广东省梅州市五华县潭下镇@,gdsmzsxnslfz,514400,本省其他市
441424109,广东省梅州市五华县长布镇@,gdsmzsxnslgz,514400,本省其他市
441424111,广东省梅州市五华县周江镇@,gdsmzsxnshhz,514400,本省其他市
441424113,广东省梅州市五华县横陂镇@,gdsmzsxnshpz,514400,本省其他市
441424117,广东省梅州市五华县郭田镇@,gdsmzsxnshsz,514400,本省其他市
441424118,广东省梅州市五华县双华镇@,gdsmzsxnsltz,514400,本省其他市
441424120,广东省梅州市五华县安流镇@,gdsmzsxnssmz,514400,本省其他市
441424123,广东省梅州市五华县棉洋镇@,gdsmzsxnsdpz,514400,本省其他市
441424125,广东省梅州市五华县梅林镇@,gdsmzsxnsytz,514400,本省其他市
441424126,广东省梅州市五华县华阳镇@,gdsswscq,514400,本省其他市
441424127,广东省梅州市五华县龙村镇@,gdsswscqxgjd,514400,本省其他市
441426000,广东省梅州市平远县@,gdsswscqxzjd,514600,本省其他市
441426100,广东省梅州市平远县大柘镇@,gdsswscqfsjd,514600,本省其他市
441426101,广东省梅州市平远县石正镇@,gdsswscqtqjd,514600,本省其他市
441426102,广东省梅州市平远县东石镇@,gdsswscqdzjd,514600,本省其他市
441426103,广东省梅州市平远县仁居镇@,gdsswscqzljd,514600,本省其他市
441426104,广东省梅州市平远县八尺镇@,gdsswscqmgjd,514600,本省其他市
441426105,广东省梅州市平远县差干镇@,gdsswscqhcz,514600,本省其他市
441426107,广东省梅州市平远县河头镇@,gdsswscqdyz,514600,本省其他市
441426108,广东省梅州市平远县中行镇@,gdsswscqjsz,514600,本省其他市
441426109,广东省梅州市平远县上举镇@,gdsswshfx,514600,本省其他市
441426110,广东省梅州市平远县泗水镇@,gdsswshfxhcz,514600,本省其他市
441426114,广东省梅州市平远县长田镇@,gdsswshfxmlz,514600,本省其他市
441426115,广东省梅州市平远县热柘镇@,gdsswshfxxmz,514600,本省其他市
441427000,广东省梅州市蕉岭县@,gdsswshfxebz,514100,本省其他市
441427100,广东省梅州市蕉岭县蕉城镇@,gdsswshfxcsz,514100,本省其他市
441427102,广东省梅州市蕉岭县长潭镇@,gdsswshfxhmz,514100,本省其他市
441427103,广东省梅州市蕉岭县三圳镇@,gdsswshfxlaz,514100,本省其他市
441427104,广东省梅州市蕉岭县新铺镇@,gdsswshfxthz,514100,本省其他市
441427106,广东省梅州市蕉岭县文福镇@,gdsswshfxckz,514100,本省其他市
441427107,广东省梅州市蕉岭县广福镇@,gdsswshfxdhz,514100,本省其他市
441427108,广东省梅州市蕉岭县蓝坊镇@,gdsswshfxktz,514100,本省其他市
441427110,广东省梅州市蕉岭县南礤镇@,gdsswshfxgpz,514100,本省其他市
441481000,广东省梅州市兴宁市@,gdsswshfxhqz,514500,本省其他市
441481001,广东省梅州市兴宁市福兴街道@,gdsswshfxpdz,514500,本省其他市
441481002,广东省梅州市兴宁市兴田街道@,gdsswshfxfcz,514500,本省其他市
441481003,广东省梅州市兴宁市宁新街道@,gdsswshfxcdz,514500,本省其他市
441481102,广东省梅州市兴宁市宁中镇@,gdsswslhx,514500,本省其他市
441481104,广东省梅州市兴宁市新陂镇@,gdsswslhxhtz,514500,本省其他市
441481105,广东省梅州市兴宁市刁坊镇@,gdsswslhxscz,514500,本省其他市
441481107,广东省梅州市兴宁市永和镇@,gdsswslhxhkz,514500,本省其他市
441481108,广东省梅州市兴宁市径南镇@,gdsswslhxxtz,514500,本省其他市
441481110,广东省梅州市兴宁市坭陂镇@,gdsswslhxshz,514500,本省其他市
441481111,广东省梅州市兴宁市新圩镇@,gdsswslhxlxz,514500,本省其他市
441481112,广东省梅州市兴宁市水口镇@,gdsswslhxdkz,514500,本省其他市
441481115,广东省梅州市兴宁市罗浮镇@,gdsswslhxnwz,514500,本省其他市
441481116,广东省梅州市兴宁市罗岗镇@,gdsswslfs,514500,本省其他市
441481117,广东省梅州市兴宁市黄槐镇@,gdsswslfsdhjd,514500,本省其他市
441481118,广东省梅州市兴宁市黄陂镇@,gdsswslfscdjd,514500,本省其他市
441481122,广东省梅州市兴宁市合水镇@,gdsswslfshxjd,514500,本省其他市
441481123,广东省梅州市兴宁市龙田镇@,gdsswslfsjzz,514500,本省其他市
441481124,广东省梅州市兴宁市石马镇@,gdsswslfsjsz,514500,本省其他市
441481125,广东省梅州市兴宁市大坪镇@,gdsswslfshdz,514500,本省其他市
441481126,广东省梅州市兴宁市叶塘镇@,gdsswslfsdaz,514500,本省其他市
441502000,广东省汕尾市城区@,gdsswslfsbmz,516600,本省其他市
441502001,广东省汕尾市城区新港街道@,gdsswslfsnhz,516600,本省其他市
441502002,广东省汕尾市城区香洲街道@,gdsswslfsntz,516600,本省其他市
441502003,广东省汕尾市城区凤山街道@,gdsswslfspyz,516600,本省其他市
441502004,广东省汕尾市城区田墘街道@,gdsswslfsbwz,516600,本省其他市
441502005,广东省汕尾市城区东洲街道@,gdsswslfsjxz,516600,本省其他市
441502006,广东省汕尾市城区遮浪街道@,gdsswslfstxz,516600,本省其他市
441502007,广东省汕尾市城区马宫街道@,gdsswslfsjdz,516600,本省其他市
441502100,广东省汕尾市城区红草镇@,gdsswslfshdz,516600,本省其他市
441502102,广东省汕尾市城区东涌镇@,gdsswslfssyz,516600,本省其他市
441502103,广东省汕尾市城区捷胜镇@,gdsswslfsqcz,516600,本省其他市
441521000,广东省汕尾市海丰县@,gdsswslfsjxz,516400,本省其他市
441521100,广东省汕尾市海丰县海城镇@,gdsswslfsxnz,516400,本省其他市
441521101,广东省汕尾市海丰县梅陇镇@,gdshysycq,516400,本省其他市
441521102,广东省汕尾市海丰县小漠镇@,gdshysycqscjd,516400,本省其他市
441521103,广东省汕尾市海丰县鹅埠镇@,gdshysycqxjjd,516400,本省其他市
441521104,广东省汕尾市海丰县赤石镇@,gdshysycqdpjd,516400,本省其他市
441521105,广东省汕尾市海丰县鲘门镇@,gdshysycqyxjd,516400,本省其他市
441521106,广东省汕尾市海丰县联安镇@,gdshysycqgpgjd,516400,本省其他市
441521107,广东省汕尾市海丰县陶河镇@,gdshysycqynz,516400,本省其他市
441521108,广东省汕尾市海丰县赤坑镇@,gdshysycqpqz,516400,本省其他市
441521109,广东省汕尾市海丰县大湖镇@,gdshyszjx,516400,本省其他市
441521110,广东省汕尾市海丰县可塘镇@,gdshyszjxzcz,516400,本省其他市
441521111,广东省汕尾市海丰县公平镇@,gdshyszjxlwz,516400,本省其他市
441521112,广东省汕尾市海丰县黄羌镇@,gdshyszjxjhz,516400,本省其他市
441521113,广东省汕尾市海丰县平东镇@,gdshyszjxsyz,516400,本省其他市
441521114,广东省汕尾市海丰县附城镇@,gdshyszjxltz,516400,本省其他市
441521115,广东省汕尾市海丰县城东镇@,gdshyszjxfaz,516400,本省其他市
441523000,广东省汕尾市陆河县@,gdshyszjxyrz,516700,本省其他市
441523100,广东省汕尾市陆河县河田镇@,gdshyszjxbpz,516700,本省其他市
441523101,广东省汕尾市陆河县水唇镇@,gdshyszjxhtz,516700,本省其他市
441523102,广东省汕尾市陆河县河口镇@,gdshyszjxjzz,516700,本省其他市
441523103,广东省汕尾市陆河县新田镇@,gdshyszjxsdz,516700,本省其他市
441523104,广东省汕尾市陆河县上护镇@,gdshyszjxnlz,516700,本省其他市
441523105,广东省汕尾市陆河县螺溪镇@,gdshyszjxsqz,516700,本省其他市
441523106,广东省汕尾市陆河县东坑镇@,gdshyszjxwxz,516700,本省其他市
441523107,广东省汕尾市陆河县南万镇@,gdshyszjxhyz,516700,本省其他市
441581000,广东省汕尾市陆丰市@,gdshyszjxzbz,516500,本省其他市
441581001,广东省汕尾市陆丰市东海街道@,gdshyslcx,516500,本省其他市
441581002,广东省汕尾市陆丰市城东街道@,gdshyslcxllz,516500,本省其他市
441581003,广东省汕尾市陆丰市河西街道@,gdshyslcxydz,516500,本省其他市
441581101,广东省汕尾市陆丰市甲子镇@,gdshyslcxtcz,516500,本省其他市
441581102,广东省汕尾市陆丰市碣石镇@,gdshyslcxhsz,516500,本省其他市
441581103,广东省汕尾市陆丰市湖东镇@,gdshyslcxhbz,516500,本省其他市
441581104,广东省汕尾市陆丰市大安镇@,gdshyslcxzsz,516500,本省其他市
441581105,广东省汕尾市陆丰市博美镇@,gdshyslcxtqz,516500,本省其他市
441581106,广东省汕尾市陆丰市内湖镇@,gdshyslcxdyz,516500,本省其他市
441581107,广东省汕尾市陆丰市南塘镇@,gdshyslcxfrz,516500,本省其他市
441581108,广东省汕尾市陆丰市陂洋镇@,gdshyslcxsdz,516500,本省其他市
441581109,广东省汕尾市陆丰市八万镇@,gdshyslcxtcz,516500,本省其他市
441581110,广东省汕尾市陆丰市金厢镇@,gdshyslcxlmz,516500,本省其他市
441581111,广东省汕尾市陆丰市潭西镇@,gdshyslcxtxz,516500,本省其他市
441581112,广东省汕尾市陆丰市甲东镇@,gdshyslcxljz,516500,本省其他市
441581115,广东省汕尾市陆丰市河东镇@,gdshyslcxhsz,516500,本省其他市
441581116,广东省汕尾市陆丰市上英镇@,gdshyslcxcgz,516500,本省其他市
441581117,广东省汕尾市陆丰市桥冲镇@,gdshyslcxhlz,516500,本省其他市
441581118,广东省汕尾市陆丰市甲西镇@,gdshyslcxxtz,516500,本省其他市
441581119,广东省汕尾市陆丰市西南镇@,gdshyslcxctz,516500,本省其他市
441602000,广东省河源市源城区@,gdshyslcxyzz,517000,本省其他市
441602001,广东省河源市源城区上城街道@,gdshyslcxmbgz,517000,本省其他市
441602002,广东省河源市源城区新江街道@,gdshyslcxblz,517000,本省其他市
441602003,广东省河源市源城区东埔街道@,gdshyslcxxaz,517000,本省其他市
441602004,广东省河源市源城区源西街道@,gdshyslcxspz,517000,本省其他市
441602005,广东省河源市源城区高埔岗街道@,gdshyslpx,517000,本省其他市
441602100,广东省河源市源城区源南镇@,gdshyslpxysz,517000,本省其他市
441602101,广东省河源市源城区埔前镇@,gdshyslpxspz,517000,本省其他市
441621000,广东省河源市紫金县@,gdshyslpxngz,517400,本省其他市
441621100,广东省河源市紫金县紫城镇@,gdshyslpxptz,517400,本省其他市
441621102,广东省河源市紫金县龙窝镇@,gdshyslpxxsz,517400,本省其他市
441621103,广东省河源市紫金县九和镇@,gdshyslpxljz,517400,本省其他市
441621104,广东省河源市紫金县上义镇@,gdshyslpxtyz,517400,本省其他市
441621105,广东省河源市紫金县蓝塘镇@,gdshyslpxyxz,517400,本省其他市
441621106,广东省河源市紫金县凤安镇@,gdshyslpxzxz,517400,本省其他市
441621107,广东省河源市紫金县义容镇@,gdshyslpxggz,517400,本省其他市
441621110,广东省河源市紫金县柏埔镇@,gdshyslpxdhz,517400,本省其他市
441621111,广东省河源市紫金县黄塘镇@,gdshyslpxsjz,517400,本省其他市
441621112,广东省河源市紫金县敬梓镇@,gdshyslpxxdz,517400,本省其他市
441621114,广东省河源市紫金县水墩镇@,gdshyshpx,517400,本省其他市
441621116,广东省河源市紫金县南岭镇@,gdshyshpxymz,517400,本省其他市
441621117,广东省河源市紫金县苏区镇@,gdshyshpxdbz,517400,本省其他市
441621119,广东省河源市紫金县瓦溪镇@,gdshyshpxztz,517400,本省其他市
441621120,广东省河源市紫金县好义镇@,gdshyshpxxcz,517400,本省其他市
441621122,广东省河源市紫金县中坝镇@,gdshyshpxslz,517400,本省其他市
441622000,广东省河源市龙川县@,gdshyshpxysz,517300,本省其他市
441622100,广东省河源市龙川县老隆镇@,gdshyshpxbdz,517300,本省其他市
441622102,广东省河源市龙川县义都镇@,gdshyshpxgzz,517300,本省其他市
441622103,广东省河源市龙川县佗城镇@,gdshyshpxpzz,517300,本省其他市
441622104,广东省河源市龙川县鹤市镇@,gdshyshpxhsz,517300,本省其他市
441622105,广东省河源市龙川县黄布镇@,gdshyshpxgbz,517300,本省其他市
441622106,广东省河源市龙川县紫市镇@,gdshyshpxqzz,517300,本省其他市
441622107,广东省河源市龙川县通衢镇@,gdshyshpxlyz,517300,本省其他市
441622109,广东省河源市龙川县登云镇@,gdshyshpxrsz,517300,本省其他市
441622110,广东省河源市龙川县丰稔镇@,gdshyshpxdsz,517300,本省其他市
441622111,广东省河源市龙川县四都镇@,gdshyshpxlsz,517300,本省其他市
441622112,广东省河源市龙川县铁场镇@,gdshyshpxlzz,517300,本省其他市
441622114,广东省河源市龙川县龙母镇@,gdshysdyx,517300,本省其他市
441622115,广东省河源市龙川县田心镇@,gdshysdyxxtz,517300,本省其他市
441622116,广东省河源市龙川县黎咀镇@,gdshysdyxdtz,517300,本省其他市
441622117,广东省河源市龙川县黄石镇@,gdshysdyxlhz,517300,本省其他市
441622118,广东省河源市龙川县赤光镇@,gdshysdyxctz,517300,本省其他市
441622119,广东省河源市龙川县逥龙镇@,gdshysdyxstz,517300,本省其他市
441622120,广东省河源市龙川县新田镇@,gdshysdyxsgz,517300,本省其他市
441622121,广东省河源市龙川县车田镇@,gdshysdyxctz,517300,本省其他市
441622123,广东省河源市龙川县岩镇镇@,gdshysdyxlcz,517300,本省其他市
441622124,广东省河源市龙川县麻布岗镇@,gdshysdyxyhz,517300,本省其他市
441622125,广东省河源市龙川县贝岭镇@,gdshysdyxlkz,517300,本省其他市
441622126,广东省河源市龙川县细坳镇@,gdshysdyxhtz,517300,本省其他市
441622127,广东省河源市龙川县上坪镇@,gdshysdyxytz,517300,本省其他市
441623000,广东省河源市连平县@,gdshysdyxhcz,517100,本省其他市
441623100,广东省河源市连平县元善镇@,gdshysdyxkhz,517100,本省其他市
441623101,广东省河源市连平县上坪镇@,gdshysdyxxcz,517100,本省其他市
441623102,广东省河源市连平县内莞镇@,gdshysdyxxgz,517100,本省其他市
441623104,广东省河源市连平县陂头镇@,gdshysdyxsjz,517100,本省其他市
441623105,广东省河源市连平县溪山镇@,gdshysdyxjtz,517100,本省其他市
441623107,广东省河源市连平县隆街镇@,gdshysdyxxhlz,517100,本省其他市
441623108,广东省河源市连平县田源镇@,gdshysdyxbjz,517100,本省其他市
441623109,广东省河源市连平县油溪镇@,gdshysdyxzxszx,517100,本省其他市
441623110,广东省河源市连平县忠信镇@,gdsyjsjcq,517100,本省其他市
441623111,广东省河源市连平县高莞镇@,gdsyjsjcqnejd,517100,本省其他市
441623113,广东省河源市连平县大湖镇@,gdsyjsjcqcnjd,517100,本省其他市
441623114,广东省河源市连平县三角镇@,gdsyjsjcqzzjd,517100,本省其他市
441623115,广东省河源市连平县绣缎镇@,gdsyjsjcqcdjd,517100,本省其他市
441624000,广东省河源市和平县@,gdsyjsjcqcbjd,517200,本省其他市
441624100,广东省河源市和平县阳明镇@,gdsyjsjcqbsjd,517200,本省其他市
441624102,广东省河源市和平县大坝镇@,gdsyjsjcqgljd,517200,本省其他市
441624103,广东省河源市和平县长塘镇@,gdsyjsjcqcxjd,517200,本省其他市
441624104,广东省河源市和平县下车镇@,gdsyjsjcqbcz,517200,本省其他市
441624105,广东省河源市和平县上陵镇@,gdsyjsjcqpgz,517200,本省其他市
441624106,广东省河源市和平县优胜镇@,gdsyjsjcqzpz,517200,本省其他市
441624107,广东省河源市和平县贝墩镇@,gdsyjsjcqsjz,517200,本省其他市
441624108,广东省河源市和平县古寨镇@,gdsyjsydq,517200,本省其他市
441624110,广东省河源市和平县彭寨镇@,gdsyjsydqdcz,517200,本省其他市
441624112,广东省河源市和平县合水镇@,gdsyjsydqbgz,517200,本省其他市
441624113,广东省河源市和平县公白镇@,gdsyjsydqnlz,517200,本省其他市
441624114,广东省河源市和平县青州镇@,gdsyjsydqdpz,517200,本省其他市
441624115,广东省河源市和平县浰源镇@,gdsyjsydqysz,517200,本省其他市
441624116,广东省河源市和平县热水镇@,gdsyjsydqdgz,517200,本省其他市
441624117,广东省河源市和平县东水镇@,gdsyjsydqxzz,517200,本省其他市
441624118,广东省河源市和平县礼士镇@,gdsyjsydqhsz,517200,本省其他市
441624119,广东省河源市和平县林寨镇@,gdsyjsydqtpz,517200,本省其他市
441625000,广东省河源市东源县@,gdsyjsydqdbz,517500,本省其他市
441625100,广东省河源市东源县仙塘镇@,gdsyjsydqhfz,517500,本省其他市
441625101,广东省河源市东源县灯塔镇@,gdsyjsyxx,517500,本省其他市
441625102,广东省河源市东源县骆湖镇@,gdsyjsyxxzgz,517500,本省其他市
441625103,广东省河源市东源县船塘镇@,gdsyjsyxxccz,517500,本省其他市
441625104,广东省河源市东源县顺天镇@,gdsyjsyxxtkz,517500,本省其他市
441625105,广东省河源市东源县上莞镇@,gdsyjsyxxsyz,517500,本省其他市
441625106,广东省河源市东源县曾田镇@,gdsyjsyxxxtz,517500,本省其他市
441625107,广东省河源市东源县柳城镇@,gdsyjsyxxrdz,517500,本省其他市
441625108,广东省河源市东源县义合镇@,gdsyjsyxxxwz,517500,本省其他市
441625109,广东省河源市东源县蓝口镇@,gdsyjsyxxsbz,517500,本省其他市
441625110,广东省河源市东源县黄田镇@,gdsyjsycs,517500,本省其他市
441625111,广东省河源市东源县叶潭镇@,gdsyjsycsccjd,517500,本省其他市
441625112,广东省河源市东源县黄村镇@,gdsyjsycshxjd,517500,本省其他市
441625113,广东省河源市东源县康禾镇@,gdsyjsycsh?z,517500,本省其他市
441625114,广东省河源市东源县锡场镇@,gdsyjsycssbz,517500,本省其他市
441625115,广东省河源市东源县新港镇@,gdsyjsycsswz,517500,本省其他市
441625116,广东省河源市东源县双江镇@,gdsyjsycscwz,517500,本省其他市
441625117,广东省河源市东源县涧头镇@,gdsyjsycshsz,517500,本省其他市
441625121,广东省河源市东源县新回龙镇@,gdsyjsycspmz,517500,本省其他市
441625122,广东省河源市东源县半江镇@,gdsyjsycsggz,517500,本省其他市
441625200,广东省河源市东源县漳溪畲族乡@,gdsyjsycsynz,517500,本省其他市
441702000,广东省阳江市江城区@,gdsyjsycsmsz,529500,本省其他市
441702001,广东省阳江市江城区南恩街道@,gdsyjsycsgmz,529500,本省其他市
441702002,广东省阳江市江城区城南街道@,gdsyjsycshkz,529500,本省其他市
441702005,广东省阳江市江城区中洲街道@,gdsyjsycstsz,529500,本省其他市
441702006,广东省阳江市江城区城东街道@,gdsyjsycssjz,529500,本省其他市
441702007,广东省阳江市江城区城北街道@,gdsyjsycssjz,529500,本省其他市
441702008,广东省阳江市江城区白沙街道@,gdsyjsycsbjz,529500,本省其他市
441702009,广东省阳江市江城区岗列街道@,gdsqysqcq,529500,本省其他市
